customer_id,name,age,gender,state,signup_date,email,phone_number,subscribe,age_bracket,signup_cohort,phone_valid
CUST0040,Bahuwarna,56,Male,Kalimantan Timur,2024-05-20,wriyanti@example.com,883953990,No,46-60,2024-05,Not Checked
CUST0041,Zulfa,49,Female,Kepulauan Riau,2025-04-28,kemba06@example.org,895039630,Yes,46-60,2025-04,Not Checked
CUST0042,Daryani,39,Male,Sulawesi Utara,2024-12-15,pudjiastutiprayoga@example.org,88017553925,No,36-45,2024-12,Not Checked
CUST0043,Azalea,21,Female,Bengkulu,2024-12-18,azalea436@example.com,8017750425,Yes,18-25,2024-12,Not Checked
CUST0044,Yunita,54,Female,Aceh,2024-02-08,siregarbella@example.com,8561409632,No,46-60,2024-02,Not Checked
CUST0045,Harto,60,Male,Nusa Tenggara Barat,2023-11-19,harto401@example.com,815095803,No,46-60,2023-11,Not Checked
CUST0046,Mila,21,Female,Lampung,2024-01-30,jefri95@example.org,830530604317,Yes,18-25,2024-01,Not Checked
CUST0047,Clara,18,Female,Sumatera Utara,2023-10-05,338clara@example.com,8728218646,Yes,<18,2023-10,Not Checked
CUST0048,Kawaya,22,Male,Kalimantan Utara,2024-10-10,rahayugarang@example.org,83240371591,No,18-25,2024-10,Not Checked
CUST0049,Zelaya,50,Female,Bali,2024-05-18,zelaya_91@example.com,8868171210,No,46-60,2024-05,Not Checked
CUST0050,Azalea,21,Female,Sumatera Barat,2024-04-10,nardipermata@example.com,815333503759,Yes,18-25,2024-04,Not Checked
CUST0051,Laras,55,Female,Jawa Timur,2024-07-03,silvia38@example.net,8158732552,No,46-60,2024-07,Not Checked
CUST0052,Baktiono,62,Male,Lampung,2025-05-10,12baktiono@example.com,828457211,No,60+,2025-05,Not Checked
CUST0053,Gading,19,Male,Kalimantan Utara,2025-08-31,gading626@example.com,8337068115,No,18-25,2025-08,Not Checked
CUST0054,Shania,65,Female,Kepulauan Bangka Belitung,2024-06-27,xhartati@example.net,876368513,Yes,60+,2024-06,Not Checked
CUST0055,Ajeng,47,Female,Papua Barat,2024-02-23,lilisusanti@example.org,824638791959,No,46-60,2024-02,Not Checked
CUST0056,Emong,39,Male,Bali,2025-06-28,emong132@example.com,8896929596,Yes,36-45,2025-06,Not Checked
CUST0057,Panca,42,Male,Sumatera Utara,2024-05-23,panca67@example.com,855347885,Yes,36-45,2024-05,Not Checked
CUST0058,Yunita,65,Female,Sulawesi Barat,2024-01-29,yunita_84@example.com,82173919096,Yes,60+,2024-01,Not Checked
CUST0059,Eko,43,Male,Sulawesi Selatan,2025-07-07,teddy33@example.net,82140921512,Yes,36-45,2025-07,Not Checked
CUST0060,Devi,63,Female,Kepulauan Bangka Belitung,2024-05-29,wakiman15@example.org,816841884897,No,60+,2024-05,Not Checked
CUST0061,Siska,29,Female,Sumatera Utara,2025-04-28,siska_1@example.com,861273194,No,26-35,2025-04,Not Checked
CUST0062,Siti,53,Female,Banten,2025-02-07,206siti@example.com,809986352,Yes,46-60,2025-02,Not Checked
CUST0063,Muni,23,Male,Jawa Timur,2025-04-25,eprabowo@example.org,8136636469,Yes,18-25,2025-04,Not Checked
CUST0064,Diah,36,Female,Nusa Tenggara Barat,2024-09-15,592diah@example.com,8743750197,Yes,36-45,2024-09,Not Checked
CUST0065,Perkasa,26,Male,Kalimantan Timur,2025-01-03,estionoprasetya@example.org,8243403277,No,26-35,2025-01,Not Checked
CUST0066,Victoria,30,Female,Banten,2025-06-07,saragihdacin@example.org,83711225862,Yes,26-35,2025-06,Not Checked
CUST0067,Anita,49,Female,DKI Jakarta,2024-10-07,anita787@example.com,88953352346,No,46-60,2024-10,Not Checked
CUST0068,Ade,28,Male,Papua,2024-04-01,maryatisuci@example.org,870339210,Yes,26-35,2024-04,Not Checked
CUST0069,Ratna,40,Female,Papua Barat,2024-03-13,447ratna@example.com,81610611457,Yes,36-45,2024-03,Not Checked
CUST0070,Tari,20,Female,Kalimantan Tengah,2024-10-16,tari_19@example.com,866257998,Yes,18-25,2024-10,Not Checked
CUST0071,Faizah,60,Female,unknown,2024-12-09,hwidiastuti@example.com,898502533,Yes,46-60,2024-12,Not Checked
CUST0679,Jayadi,46,Male,Kepulauan Bangka Belitung,2025-09-20,998jayadi@example.com,84642406422,No,46-60,2025-09,Not Checked
CUST0072,Bagus,59,Male,Papua Barat,2024-08-29,dmahendra@example.com,810909634929,No,46-60,2024-08,Not Checked
CUST0073,Ajeng,58,Female,Sumatera Barat,2024-10-31,uandriani@example.com,812382618,Yes,46-60,2024-10,Not Checked
CUST0074,Gawati,28,Female,Banten,2025-08-07,gawati485@example.com,83172254204,Yes,26-35,2025-08,Not Checked
CUST0075,Salman,45,Male,Papua Barat,2024-11-17,salman705@example.com,896248430344,No,36-45,2024-11,Not Checked
CUST0076,Novi,41,Female,unknown,2024-06-21,eka06@example.com,825670214,Yes,36-45,2024-06,Not Checked
CUST0077,Najib,42,Male,Maluku Utara,2025-04-29,najib_62@example.com,839771409193,No,36-45,2025-04,Not Checked
CUST0078,Jail,62,Male,Kalimantan Timur,2025-02-06,jail373@example.com,868806727,Yes,60+,2025-02,Not Checked
CUST0079,Salman,56,Male,Papua,2024-11-14,nardiprastuti@example.org,889263587182,Yes,46-60,2024-11,Not Checked
CUST0080,Zelaya,61,Female,Jawa Barat,2025-04-16,pmulyani@example.com,879430310,No,60+,2025-04,Not Checked
CUST0081,Kiandra,18,Female,Kalimantan Utara,2024-04-23,kiandra323@example.com,892051889,Yes,<18,2024-04,Not Checked
CUST0082,Pangeran,47,Male,Sulawesi Tengah,2024-04-27,uwaistina@example.com,854442638,Yes,46-60,2024-04,Not Checked
CUST0083,Waluyo,22,Male,Sumatera Selatan,2024-04-21,423waluyo@example.com,8163175135,Yes,18-25,2024-04,Not Checked
CUST0084,Cemeti,43,Male,unknown,2024-06-10,cemani42@example.org,82769374044,Yes,36-45,2024-06,Not Checked
CUST0085,Diana,23,Female,unknown,2025-01-23,diana214@example.com,8261158450,Yes,18-25,2025-01,Not Checked
CUST0086,Lintang,21,Female,Riau,2025-04-20,gsuryatmi@example.com,87875175545,Yes,18-25,2025-04,Not Checked
CUST0087,Ophelia,29,Female,Sumatera Barat,2025-09-01,nyoman41@example.org,87576535147,No,26-35,2025-09,Not Checked
CUST0088,Sabar,60,Male,Papua,2023-10-23,jaisfarida@example.com,87828228770,No,46-60,2023-10,Not Checked
CUST0089,Lintang,45,Female,Jawa Tengah,2023-09-28,cwijayanti@example.org,88304909643,No,36-45,2023-09,Not Checked
CUST0090,Ade,22,Female,Sumatera Selatan,2025-03-07,paimanthamrin@example.com,8645712253,No,18-25,2025-03,Not Checked
CUST0091,Gadang,48,Male,unknown,2024-01-02,gadang_44@example.com,83406335553,No,46-60,2024-01,Not Checked
CUST0092,Uli,39,Female,Sulawesi Utara,2025-02-21,ilsauwais@example.com,85301687145,Yes,36-45,2025-02,Not Checked
CUST0093,Syahrini,34,Female,unknown,2024-07-14,hariputra@example.com,87412241378,Yes,26-35,2024-07,Not Checked
CUST0094,Respati,26,Male,Kalimantan Utara,2023-10-06,aryanimartani@example.net,8432024958,No,26-35,2023-10,Not Checked
CUST0095,Kayun,36,Male,Kalimantan Timur,2024-08-18,whastuti@example.org,869104458,Yes,36-45,2024-08,Not Checked
CUST0096,Kamila,40,Female,Nusa Tenggara Barat,2024-08-09,kamila440@example.com,8886490325,No,36-45,2024-08,Not Checked
CUST0097,Hasna,57,Female,Kalimantan Barat,2024-04-13,hasna_36@example.com,8523325335,No,46-60,2024-04,Not Checked
CUST0098,Darmana,20,Male,Lampung,2024-07-13,janewibowo@example.net,87578356078,Yes,18-25,2024-07,Not Checked
CUST0099,Nardi,46,Male,Papua Barat,2024-05-09,564nardi@example.com,842270801734,Yes,46-60,2024-05,Not Checked
CUST0100,Gangsar,33,Male,Maluku Utara,2024-10-18,mahendraviman@example.org,83883350165,Yes,26-35,2024-10,Not Checked
CUST0101,Unjani,44,Female,Bengkulu,2024-08-25,pangestu31@example.com,858832347094,No,36-45,2024-08,Not Checked
CUST0102,Darmana,34,Male,Sumatera Utara,2024-10-06,keneskurniawan@example.com,8731410728,Yes,26-35,2024-10,Not Checked
CUST0522,Lurhur,34,Male,Papua,2024-08-14,andrianidimas@example.org,8739118659,Yes,26-35,2024-08,Not Checked
CUST0103,Eva,33,Female,Riau,2024-08-12,106eva@example.com,841163644257,No,26-35,2024-08,Not Checked
CUST0104,Cinta,29,Female,Sulawesi Selatan,2025-09-19,labuh06@example.net,80353584528,Yes,26-35,2025-09,Not Checked
CUST0105,Nabila,39,Female,Sulawesi Utara,2025-06-05,agus50@example.org,836201825,Yes,36-45,2025-06,Not Checked
CUST0412,Tira,65,Female,Riau,2024-12-22,tira_61@example.com,840843370,No,60+,2024-12,Not Checked
CUST0106,Febi,52,Female,Sumatera Utara,2025-08-10,febi307@example.com,85506901946,No,46-60,2025-08,Not Checked
CUST0107,Xanana,35,Male,Sulawesi Selatan,2024-04-27,xanana906@example.com,8836361564,Yes,26-35,2024-04,Not Checked
CUST0108,Laila,23,Female,Papua Barat,2025-01-15,laila_12@example.com,870295902,Yes,18-25,2025-01,Not Checked
CUST0109,Elisa,20,Female,Riau,2025-08-18,emaskuswandari@example.com,826103819,No,18-25,2025-08,Not Checked
CUST0110,Amelia,22,Female,Jambi,2025-01-26,vanesamaulana@example.org,877164551,Yes,18-25,2025-01,Not Checked
CUST0111,Zaenab,21,Female,Kalimantan Barat,2024-05-22,dongoranelvina@example.com,847282814730,Yes,18-25,2024-05,Not Checked
CUST0112,Hana,26,Female,Kepulauan Bangka Belitung,2024-05-27,hana71@example.com,830340547,No,26-35,2024-05,Not Checked
CUST0113,Luis,44,Male,Jawa Timur,2025-02-02,luis_78@example.com,807226070,Yes,36-45,2025-02,Not Checked
CUST0114,Bakijan,46,Male,Kalimantan Selatan,2025-03-19,bakijan716@example.com,811045815,Yes,46-60,2025-03,Not Checked
CUST0115,Febi,60,Female,unknown,2023-12-18,853febi@example.com,834936269296,Yes,46-60,2023-12,Not Checked
CUST0116,Safina,37,Female,Kalimantan Barat,2023-12-19,eli60@example.net,836530994,Yes,36-45,2023-12,Not Checked
CUST0117,Heru,46,Male,Nusa Tenggara Timur,2025-03-01,heru_59@example.com,8442400531,No,46-60,2025-03,Not Checked
CUST0137,Faizah,58,Female,Sulawesi Tenggara,2025-02-15,faizah137@example.com,824030244596,Yes,46-60,2025-02,Not Checked
CUST0118,Wisnu,39,Male,Papua,2025-08-30,susantiokto@example.org,888016519033,Yes,36-45,2025-08,Not Checked
CUST0119,Usyi,29,Female,Sulawesi Selatan,2024-06-03,winarnoharsaya@example.com,82820682864,No,26-35,2024-06,Not Checked
CUST0120,Indah,46,Female,Nusa Tenggara Timur,2025-04-05,pangestumaida@example.org,86760383725,Yes,46-60,2025-04,Not Checked
CUST0121,Rachel,43,Female,Sulawesi Utara,2024-08-13,fkuswoyo@example.com,85694551033,Yes,36-45,2024-08,Not Checked
CUST0122,Putri,21,Female,Kalimantan Barat,2024-09-10,mustofakamal@example.com,877723734,Yes,18-25,2024-09,Not Checked
CUST0123,Budi,25,Male,Kalimantan Timur,2024-07-30,daniswarafujiati@example.org,80867052945,No,18-25,2024-07,Not Checked
CUST0124,Hana,46,Female,Kalimantan Selatan,2024-02-25,wibisonokayun@example.org,812329994722,Yes,46-60,2024-02,Not Checked
CUST0125,Dian,51,Female,Lampung,2023-11-25,855dian@example.com,83875282295,Yes,46-60,2023-11,Not Checked
CUST0126,Lili,36,Female,Sulawesi Tenggara,2024-11-30,71lili@example.com,8056814408,Yes,36-45,2024-11,Not Checked
CUST0127,Pandu,33,Male,Jawa Tengah,2025-06-24,edi47@example.net,8077055295,Yes,26-35,2025-06,Not Checked
CUST0128,Restu,40,Female,Sulawesi Selatan,2023-12-19,uwaisjail@example.net,84987516839,Yes,36-45,2023-12,Not Checked
CUST0129,Nardi,24,Male,Kepulauan Riau,2025-03-23,salahudinupik@example.net,87254525827,Yes,18-25,2025-03,Not Checked
CUST0130,Paulin,21,Female,unknown,2024-10-22,osimanjuntak@example.com,87062587103,Yes,18-25,2024-10,Not Checked
CUST0131,Warsa,28,Male,Jawa Barat,2024-03-14,warsa_48@example.com,868764954,No,26-35,2024-03,Not Checked
CUST0132,Fitria,37,Female,Sumatera Selatan,2024-03-01,endra63@example.org,873119408752,No,36-45,2024-03,Not Checked
CUST0133,Kayla,27,Female,Kalimantan Barat,2024-03-28,winarsihkarimah@example.net,85520127461,Yes,26-35,2024-03,Not Checked
CUST0134,Hasna,35,Female,Maluku Utara,2024-03-01,pangestumahmud@example.com,89859502185,Yes,26-35,2024-03,Not Checked
CUST0135,Eluh,33,Male,Jawa Timur,2025-07-10,faizahgunawan@example.com,8445380044,No,26-35,2025-07,Not Checked
CUST0136,Anggabaya,43,Male,Gorontalo,2025-03-21,ekopuspasari@example.net,814729402780,Yes,36-45,2025-03,Not Checked
CUST0138,Wulan,45,Female,unknown,2025-07-16,wulan_37@example.com,81397393326,No,36-45,2025-07,Not Checked
CUST0139,Ilyas,47,Male,Kepulauan Bangka Belitung,2024-11-05,namagaanastasia@example.net,8489315431,Yes,46-60,2024-11,Not Checked
CUST0140,Bambang,63,Male,Sumatera Utara,2025-03-30,rahmi71@example.org,806004381324,No,60+,2025-03,Not Checked
CUST0141,Hasna,35,Female,Jambi,2024-07-12,hasna_96@example.com,808350211395,Yes,26-35,2024-07,Not Checked
CUST0142,Ami,42,Female,unknown,2023-12-12,ytamba@example.net,84571050970,Yes,36-45,2023-12,Not Checked
CUST0143,Rini,18,Female,Gorontalo,2025-01-29,319rini@example.com,859832791,Yes,<18,2025-01,Not Checked
CUST0144,Olga,49,Male,Aceh,2024-04-04,586olga@example.com,824500893,Yes,46-60,2024-04,Not Checked
CUST0145,Kamila,49,Female,Kepulauan Riau,2024-12-09,kamila301@example.com,874823735747,No,46-60,2024-12,Not Checked
CUST0146,Jatmiko,58,Male,Papua,2023-12-29,jagahakim@example.net,85532539518,Yes,46-60,2023-12,Not Checked
CUST0147,Puput,44,Female,Sulawesi Tengah,2023-11-20,indrayuliarti@example.net,888963677419,Yes,36-45,2023-11,Not Checked
CUST0148,Candrakanta,34,Male,Aceh,2025-09-22,ian38@example.org,8454479725,Yes,26-35,2025-09,Not Checked
CUST0149,Puti,45,Female,Sulawesi Selatan,2025-01-14,790puti@example.com,844664817759,Yes,36-45,2025-01,Not Checked
CUST0150,Ganep,62,Male,Papua Barat,2025-07-01,drajatdamanik@example.net,810709870971,No,60+,2025-07,Not Checked
CUST0151,Baktiadi,50,Male,Lampung,2024-06-02,sakti91@example.org,83052760224,Yes,46-60,2024-06,Not Checked
CUST0152,Sadina,40,Female,Kalimantan Utara,2024-07-16,873sadina@example.com,8246809152,Yes,36-45,2024-07,Not Checked
CUST0153,Lembah,61,Male,Banten,2025-09-17,gsuartini@example.org,870743819862,Yes,60+,2025-09,Not Checked
CUST0154,Cahyanto,26,Male,Sumatera Selatan,2025-09-04,cahyanto_97@example.com,8681560169,Yes,26-35,2025-09,Not Checked
CUST0155,Cindy,27,Female,Jawa Timur,2025-02-11,cindy_34@example.com,845121421,No,26-35,2025-02,Not Checked
CUST0156,Jamalia,27,Female,Jawa Tengah,2024-03-19,pudjiastutidariati@example.org,815685193,Yes,26-35,2024-03,Not Checked
CUST0157,Tasnim,29,Male,Kalimantan Barat,2023-12-05,jamil78@example.com,806558834,Yes,26-35,2023-12,Not Checked
CUST0158,Sadina,26,Female,Lampung,2025-04-19,sadina_36@example.com,878596750158,Yes,26-35,2025-04,Not Checked
CUST0159,Padmi,32,Female,Gorontalo,2024-11-21,bakiman29@example.com,867591798,Yes,26-35,2024-11,Not Checked
CUST0160,Lasmanto,38,Male,Maluku,2024-02-06,lasmanto_15@example.com,83173161135,No,36-45,2024-02,Not Checked
CUST0161,Narji,23,Male,Jambi,2025-08-14,safitriqueen@example.net,804466686537,Yes,18-25,2025-08,Not Checked
CUST0162,Natalia,56,Female,Jawa Barat,2024-01-01,budimaulana@example.org,893722470,Yes,46-60,2024-01,Not Checked
CUST0163,Jelita,31,Female,Bali,2025-01-28,jelita241@example.com,88972804026,Yes,26-35,2025-01,Not Checked
CUST0164,Rini,61,Female,Sulawesi Tengah,2023-12-14,eoktaviani@example.com,815359220,Yes,60+,2023-12,Not Checked
CUST0165,Pangeran,58,Male,Kepulauan Bangka Belitung,2025-09-20,ranggamaulana@example.net,8556607041,Yes,46-60,2025-09,Not Checked
CUST0166,Nadia,61,Female,Kalimantan Selatan,2025-01-21,600nadia@example.com,832707742619,No,60+,2025-01,Not Checked
CUST0167,Kajen,52,Male,Kalimantan Selatan,2025-02-09,unggulwijayanti@example.com,813304169,Yes,46-60,2025-02,Not Checked
CUST0168,Laila,38,Female,Jawa Barat,2025-05-27,laryani@example.org,83741637430,Yes,36-45,2025-05,Not Checked
CUST0169,Unggul,50,Male,Kalimantan Timur,2024-02-04,stamba@example.com,828121504,Yes,46-60,2024-02,Not Checked
CUST0170,Citra,51,Female,Sumatera Utara,2025-02-09,citra535@example.com,800197278,Yes,46-60,2025-02,Not Checked
CUST0171,Cahyono,18,Male,Kalimantan Tengah,2024-02-20,oktavianiian@example.net,88904104083,No,<18,2024-02,Not Checked
CUST0172,Martani,39,Male,Jawa Barat,2023-11-19,jhutasoit@example.org,834167614748,Yes,36-45,2023-11,Not Checked
CUST0173,Edi,46,Male,unknown,2024-04-15,balijan55@example.org,812844433,Yes,46-60,2024-04,Not Checked
CUST0174,Rahayu,43,Female,Sulawesi Tenggara,2025-03-16,upangestu@example.com,806899922,Yes,36-45,2025-03,Not Checked
CUST0175,Dartono,52,Male,unknown,2025-02-15,harsanto83@example.com,889953743153,Yes,46-60,2025-02,Not Checked
CUST0176,Rika,42,Female,Kalimantan Barat,2025-04-01,gunartomanah@example.com,8532955115,Yes,36-45,2025-04,Not Checked
CUST0177,Tiara,45,Female,DKI Jakarta,2024-07-22,dongoransabar@example.org,876048071,Yes,36-45,2024-07,Not Checked
CUST0178,Salwa,26,Female,Kalimantan Timur,2025-03-04,331salwa@example.com,806277560,Yes,26-35,2025-03,Not Checked
CUST0179,Yahya,22,Male,Riau,2024-06-18,warsita32@example.org,8908826171,Yes,18-25,2024-06,Not Checked
CUST0180,Raditya,46,Male,Kepulauan Riau,2023-09-30,raditya_30@example.com,813773020,Yes,46-60,2023-09,Not Checked
CUST0181,Balapati,41,Male,Sulawesi Tengah,2024-12-28,aoktaviani@example.org,801579901601,No,36-45,2024-12,Not Checked
CUST0182,Adinata,55,Male,Jambi,2025-07-17,zuwais@example.com,826889627918,Yes,46-60,2025-07,Not Checked
CUST0183,Dian,36,Female,Gorontalo,2024-09-13,dian_86@example.com,870256529127,No,36-45,2024-09,Not Checked
CUST0184,Cemplunk,56,Male,Kepulauan Bangka Belitung,2024-01-15,usyifujiati@example.com,874704487,Yes,46-60,2024-01,Not Checked
CUST0185,Silvia,52,Female,Nusa Tenggara Barat,2024-07-21,fpradipta@example.com,834680358,Yes,46-60,2024-07,Not Checked
CUST0186,Karsana,46,Male,Jawa Barat,2025-02-26,karsana52@example.com,81598028596,Yes,46-60,2025-02,Not Checked
CUST0187,Maimunah,59,Female,Papua,2024-07-28,pwidiastuti@example.com,851838173923,No,46-60,2024-07,Not Checked
CUST0188,Irfan,55,Male,Maluku,2025-08-28,irfan_43@example.com,84072435632,No,46-60,2025-08,Not Checked
CUST0189,Prabowo,59,Male,Kepulauan Riau,2024-02-05,rajasayulia@example.org,8876946141,No,46-60,2024-02,Not Checked
CUST0190,Candrakanta,52,Male,Bengkulu,2025-04-01,martakasiregar@example.net,8518769180,Yes,46-60,2025-04,Not Checked
CUST0191,Luluh,27,Male,DI Yogyakarta,2025-07-15,gandasetiawan@example.com,86559461299,Yes,26-35,2025-07,Not Checked
CUST0192,Maimunah,19,Female,Riau,2024-01-22,maimunah_70@example.com,82098841066,Yes,18-25,2024-01,Not Checked
CUST0193,Kasiyah,45,Female,Sulawesi Barat,2025-04-28,537kasiyah@example.com,8096683515,No,36-45,2025-04,Not Checked
CUST0194,Victoria,24,Female,Sulawesi Tenggara,2024-11-05,111victoria@example.com,891433074528,Yes,18-25,2024-11,Not Checked
CUST0195,Genta,42,Female,Jawa Tengah,2024-03-04,404genta@example.com,8302727589,No,36-45,2024-03,Not Checked
CUST0196,Kenes,59,Male,Kepulauan Riau,2025-09-11,kenes456@example.com,845887386,No,46-60,2025-09,Not Checked
CUST0197,Dono,61,Male,Sumatera Barat,2024-05-25,sudiatihadi@example.org,8843428145,Yes,60+,2024-05,Not Checked
CUST0198,Kasiran,36,Male,Lampung,2025-08-01,astutidaliman@example.net,844521615678,Yes,36-45,2025-08,Not Checked
CUST0199,Daliono,45,Male,unknown,2024-08-18,widiastutiyulia@example.net,89234334959,Yes,36-45,2024-08,Not Checked
CUST0200,Ade,21,Male,Bali,2024-09-04,adinata37@example.net,8011442065,No,18-25,2024-09,Not Checked
CUST0201,Genta,64,Female,Sumatera Utara,2024-02-07,manah38@example.com,833189960,No,60+,2024-02,Not Checked
CUST0202,Kayla,51,Female,Jawa Timur,2024-01-01,785kayla@example.com,896148976,No,46-60,2024-01,Not Checked
CUST0203,Diah,51,Female,Jawa Timur,2024-07-24,426diah@example.com,878555975188,Yes,46-60,2024-07,Not Checked
CUST0204,Estiawan,18,Male,Nusa Tenggara Timur,2025-07-26,estiawan903@example.com,842441390,Yes,<18,2025-07,Not Checked
CUST0205,Gamani,56,Male,Jambi,2024-05-22,kuswoyobudi@example.com,839448321,Yes,46-60,2024-05,Not Checked
CUST0206,Ulya,48,Female,Jawa Barat,2024-12-11,ulya858@example.com,82253308575,Yes,46-60,2024-12,Not Checked
CUST0207,Vero,63,Male,Kalimantan Timur,2025-09-17,caket74@example.com,8920532840,No,60+,2025-09,Not Checked
CUST0208,Restu,32,Female,Sumatera Selatan,2024-11-17,ihsansuartini@example.com,875783321,Yes,26-35,2024-11,Not Checked
CUST0209,Hafshah,58,Female,Sumatera Barat,2025-09-23,hafshah522@example.com,8514025745,No,46-60,2025-09,Not Checked
CUST0210,Gamanto,63,Male,Jawa Tengah,2023-10-12,gamanto891@example.com,80338818657,Yes,60+,2023-10,Not Checked
CUST0211,Nadia,23,Female,Sumatera Barat,2024-08-07,bnajmudin@example.com,805548983599,Yes,18-25,2024-08,Not Checked
CUST0212,Pia,25,Female,Jawa Barat,2025-01-10,situmorangliman@example.com,8764053867,No,18-25,2025-01,Not Checked
